Description,Measure,Energy
Lamb; New Zealand; imported; flap; boneless; separable lean and fat; cooked; braised,3.0 oz,320
Lamb; New Zealand; imported; flap; boneless; separable lean and fat; raw,4.0 oz,381
Lamb; New Zealand; imported; flap; boneless; separable lean only; cooked; braised,3.0 oz,199
Lamb; New Zealand; imported; flap; boneless; separable lean only; raw,4.0 oz,203
Lamb; New Zealand; imported; fore-shank; separable lean and fat; cooked; braised,1.0 serving,218
Lamb; New Zealand; imported; fore-shank; separable lean and fat; raw,1.0 serving,210
Lamb; New Zealand; imported; fore-shank; separable lean only; cooked; braised,1.0 serving,178
Lamb; New Zealand; imported; fore-shank; separable lean only; raw,1.0 serving,140
Lamb; New Zealand; imported; frozen; composite of trimmed retail cuts; separable fat; cooked,3.0 oz,498
Lamb; New Zealand; imported; frozen; composite of trimmed retail cuts; separable fat; raw,1.0 oz,181
Lamb; New Zealand; imported; frozen; composite of trimmed retail cuts; separable lean and fat; cooked,3.0 oz,259
Lamb; New Zealand; imported; frozen; composite of trimmed retail cuts; separable lean and fat; raw,1.0 oz,79
"Lamb; new zealand; imported; frozen; composite of trimmed retail cuts; separable lean and fat; trimmed to 1/8"" fat; cooked",3.0 oz,230
"Lamb; new zealand; imported; frozen; composite of trimmed retail cuts; separable lean and fat; trimmed to 1/8"" fat; raw",1.0 oz,66
Lamb; New Zealand; imported; frozen; composite of trimmed retail cuts; separable lean only; cooked,3.0 oz,175
Lamb; New Zealand; imported; frozen; composite of trimmed retail cuts; separable lean only; raw,1.0 oz,36
"Lamb; new zealand; imported; frozen; foreshank; separable lean and fat; trimmed to 1/8"" fat; cooked; braised",3.0 oz,219
"Lamb; new zealand; imported; frozen; foreshank; separable lean and fat; trimmed to 1/8"" fat; raw",1.0 oz,63
Lamb; New Zealand; imported; frozen; leg; whole (shank and sirloin); separable lean and fat; cooked; roasted,3.0 oz,209
"Lamb; new zealand; imported; frozen; leg; whole (shank and sirloin); separable lean and fat; trimmed to 1/8"" fat; cooked; roasted",3.0 oz,199
"Lamb; new zealand; imported; frozen; leg; whole (shank and sirloin); separable lean and fat; trimmed to 1/8"" fat; raw",1.0 oz,57
Lamb; New Zealand; imported; frozen; leg; whole (shank and sirloin); separable lean only; cooked; roasted,3.0 oz,154
Lamb; New Zealand; imported; frozen; loin; separable lean and fat; cooked; broiled,3.0 oz,268
"Lamb; new zealand; imported; frozen; loin; separable lean and fat; trimmed to 1/8"" fat; cooked; broiled",3.0 oz,252
"Lamb; new zealand; imported; frozen; loin; separable lean and fat; trimmed to 1/8"" fat; raw",1.0 oz,77
Lamb; New Zealand; imported; frozen; loin; separable lean only; cooked; broiled,3.0 oz,169
"Lamb; new zealand; imported; frozen; rib; separable lean and fat; trimmed to 1/8"" fat; cooked; roasted",3.0 oz,269
"Lamb; new zealand; imported; frozen; rib; separable lean and fat; trimmed to 1/8"" fat; raw",1.0 oz,88
Lamb; New Zealand; imported; frozen; shoulder; whole (arm and blade); separable lean and fat; cooked; braised,3.0 oz,303
"Lamb; new zealand; imported; frozen; shoulder; whole (arm and blade); separable lean and fat; trimmed to 1/8"" fat; cooked; braised",3.0 oz,291
"Lamb; new zealand; imported; frozen; shoulder; whole (arm and blade); separable lean and fat; trimmed to 1/8"" fat; raw",1.0 oz,71
Lamb; New Zealand; imported; frozen; shoulder; whole (arm and blade); separable lean only; cooked; braised,3.0 oz,242
Lamb; New Zealand; imported; ground lamb; cooked; braised,3.0 oz,163
Lamb; New Zealand; imported; ground lamb; raw,4.0 oz,218
Lamb; New Zealand; imported; heart; cooked; soaked and simmered,3.0 oz,137
Lamb; New Zealand; imported; heart; raw,4.0 oz,119
Lamb; New Zealand; imported; hind-shank; separable lean and fat; cooked; braised,3.0 oz,210
Lamb; New Zealand; imported; hind-shank; separable lean and fat; raw,4.0 oz,210
Lamb; New Zealand; imported; hind-shank; separable lean only; cooked; braised,3.0 oz,167
Lamb; New Zealand; imported; hind-shank; separable lean only; raw,4.0 oz,130
Lamb; New Zealand; imported; kidney; cooked; soaked and fried,3.0 oz,95
Lamb; New Zealand; imported; kidney; raw,4.0 oz,95
Lamb; New Zealand; imported; leg chop/steak; bone-in; separable lean and fat; cooked; fast fried,3.0 oz,180
Lamb; New Zealand; imported; leg chop/steak; bone-in; separable lean and fat; raw,1.0 serving,237
Lamb; New Zealand; imported; leg chop/steak; bone-in; separable lean only; cooked; fast fried,3.0 oz,138
Lamb; New Zealand; imported; leg chop/steak; bone-in; separable lean only; raw,1.0 serving,145
Lamb; New Zealand; imported; liver; cooked; soaked and fried,3.0 oz,143
Lamb; New Zealand; imported; liver; raw,4.0 oz,154
Lamb; New Zealand; imported; loin chop; separable lean and fat; cooked; fast fried,3.0 oz,282
Lamb; New Zealand; imported; loin chop; separable lean and fat; raw,1.0 serving,343
Lamb; New Zealand; imported; loin chop; separable lean only; cooked; fast fried,3.0 oz,177
Lamb; New Zealand; imported; loin chop; separable lean only; raw,1.0 serving,163
Lamb; New Zealand; imported; loin saddle; separable lean and fat; cooked; fast roasted,3.0 oz,233
Lamb; New Zealand; imported; loin saddle; separable lean and fat; raw,4.0 oz,308
Lamb; New Zealand; imported; loin saddle; separable lean only; cooked; fast roasted,3.0 oz,138
Lamb; New Zealand; imported; loin saddle; separable lean only; raw,4.0 oz,148
Lamb; New Zealand; imported; loin; boneless; separable lean and fat; cooked; fast roasted,3.0 oz,133
Lamb; New Zealand; imported; loin; boneless; separable lean and fat; raw,4.0 oz,138
Lamb; New Zealand; imported; loin; boneless; separable lean only; cooked; fast roasted,3.0 oz,133
Lamb; New Zealand; imported; loin; boneless; separable lean only; raw,4.0 oz,136
Lamb; New Zealand; imported; neck chops; separable lean and fat; cooked; braised,3.0 oz,261
Lamb; New Zealand; imported; neck chops; separable lean and fat; raw,4.0 oz,261
Lamb; New Zealand; imported; neck chops; separable lean only; cooked; braised,3.0 oz,224
Lamb; New Zealand; imported; neck chops; separable lean only; raw,4.0 oz,171
Lamb; New Zealand; imported; netted shoulder; rolled; boneless; separable lean and fat; cooked; slow roasted,3.0 oz,244
Lamb; New Zealand; imported; netted shoulder; rolled; boneless; separable lean and fat; raw,4.0 oz,285
Lamb; New Zealand; imported; netted shoulder; rolled; boneless; separable lean only; cooked; slow roasted,3.0 oz,169
Lamb; New Zealand; imported; netted shoulder; rolled; boneless; separable lean only; raw,4.0 oz,162
Lamb; New Zealand; imported; rack - fully frenched; separable lean and fat; cooked; fast roasted,3.0 oz,166
Lamb; New Zealand; imported; rack - fully frenched; separable lean and fat; raw,4.0 oz,191
Lamb; New Zealand; imported; rack - fully frenched; separable lean only; cooked; fast roasted,3.0 oz,147
Lamb; New Zealand; imported; rack - fully frenched; separable lean only; raw,4.0 oz,166
Lamb; New Zealand; imported; rack - partly frenched; separable lean and fat; cooked; fast roasted,1.0 serving,215
Lamb; New Zealand; imported; rack - partly frenched; separable lean and fat; raw,1.0 serving,276
Lamb; New Zealand; imported; rack - partly frenched; separable lean only; cooked; fast roasted,1.0 serving,164
Lamb; New Zealand; imported; rack - partly frenched; separable lean only; raw,1.0 serving,184
Lamb; New Zealand; imported; square-cut shoulder chops; separable lean and fat; cooked; braised,3.0 oz,274
Lamb; New Zealand; imported; square-cut shoulder chops; separable lean and fat; raw,4.0 oz,311
Lamb; New Zealand; imported; square-cut shoulder chops; separable lean only; cooked; braised,3.0 oz,217
Lamb; New Zealand; imported; square-cut shoulder chops; separable lean only; raw,4.0 oz,185
Lamb; New Zealand; imported; square-cut shoulder; separable lean and fat; cooked; slow roasted,3.0 oz,250
Lamb; New Zealand; imported; square-cut shoulder; separable lean and fat; raw,1.0 serving,313
Lamb; New Zealand; imported; square-cut shoulder; separable lean only; cooked; slow roasted,3.0 oz,163
Lamb; New Zealand; imported; square-cut shoulder; separable lean only; raw,1.0 serving,177
Lamb; New Zealand; imported; sweetbread; cooked; soaked and simmered,3.0 oz,122
Lamb; New Zealand; imported; sweetbread; raw,4.0 oz,81
Lamb; New Zealand; imported; tenderloin; separable lean and fat; cooked; fast fried,3.0 oz,133
Lamb; New Zealand; imported; tenderloin; separable lean and fat; raw,4.0 oz,136
Lamb; New Zealand; imported; tenderloin; separable lean only; cooked; fast fried,3.0 oz,132
Lamb; New Zealand; imported; tenderloin; separable lean only; raw,4.0 oz,131
Lamb; New Zealand; imported; testes; cooked; soaked and fried,3.0 oz,106
Lamb; New Zealand; imported; testes; raw,4.0 oz,77
Lamb; New Zealand; imported; tongue - swiss cut; cooked; soaked and simmered,3.0 oz,231
Lamb; New Zealand; imported; tongue - swiss cut; raw,4.0 oz,254
Lamb; New Zealand; imported; tunnel-boned leg; chump off; shank off; separable lean and fat; cooked; slow roasted,3.0 oz,177
Lamb; New Zealand; imported; tunnel-boned leg; chump off; shank off; separable lean and fat; raw,4.0 oz,137
Lamb; New Zealand; imported; tunnel-boned leg; chump off; shank off; separable lean only; cooked; slow roasted,3.0 oz,135
Lamb; New Zealand; imported; tunnel-boned leg; chump off; shank off; separable lean only; raw,4.0 oz,137
Lamb; variety meats and by-products; brain; cooked; braised,3.0 oz,123
Lamb; variety meats and by-products; brain; cooked; pan-fried,3.0 oz,232
Lamb; variety meats and by-products; brain; raw,1.0 oz,35
Lamb; variety meats and by-products; heart; cooked; braised,3.0 oz,157
Lamb; variety meats and by-products; heart; raw,1.0 oz,35
Lamb; variety meats and by-products; kidneys; cooked; braised,3.0 oz,116
Lamb; variety meats and by-products; kidneys; raw,1.0 oz,27
Lamb; variety meats and by-products; liver; cooked; braised,3.0 oz,187
Lamb; variety meats and by-products; liver; cooked; pan-fried,3.0 oz,202
Lamb; variety meats and by-products; liver; raw,1.0 oz,39
Lamb; variety meats and by-products; lungs; cooked; braised,3.0 oz,96
Lamb; variety meats and by-products; lungs; raw,1.0 oz,27
Lamb; variety meats and by-products; mechanically separated; raw,1.0 oz,78
Lamb; variety meats and by-products; pancreas; cooked; braised,3.0 oz,199
Lamb; variety meats and by-products; pancreas; raw,1.0 oz,43
Lamb; variety meats and by-products; spleen; cooked; braised,3.0 oz,133
Lamb; variety meats and by-products; spleen; raw,1.0 oz,29
Lamb; variety meats and by-products; tongue; cooked; braised,3.0 oz,234
Lamb; variety meats and by-products; tongue; raw,1.0 oz,63
Lambs quarters; cooked; boiled; drained; with salt,1.0 cup; chopped,58
Lambsquarters; cooked; boiled; drained; without salt,1.0 cup; chopped,58
Lambsquarters; raw (Northern Plains Indians),1.0 leaf,0
Lambsquarters; steamed (Northern Plains Indians),1.0 cup,31
Lard,1.0 tbsp,115
Lasagna with meat  &  sauce; frozen entree,1.0 piece side,166
Lasagna with meat  &  sauce; low-fat; frozen entree,1.0 package,312
Lasagna with meat sauce; frozen; prepared,1.0 piece side,166
Lasagna; cheese; frozen; prepared,1.0 cup 1 serving,292
Lasagna; cheese; frozen; unprepared,1.0 cup 1 serving,344
Lasagna; Vegetable; frozen; baked,1.0 serving,316
LEAN POCKETS; Ham N Cheddar,1.0 hot pocket (1 NLEA serving),292
Lean Pockets; Meatballs  &  Mozzarella,1.0 each,307
Leavening agents; baking powder; double-acting; sodium aluminum sulfate,1.0 tsp,2
Leavening agents; baking powder; double-acting; straight phosphate,1.0 tsp,2
Leavening agents; baking powder; low-sodium,1.0 tsp,5
Leavening agents; baking soda,1.0 tsp,0
Leavening agents; cream of tartar,1.0 tsp,8
Leavening agents; yeast; baker's; active dry,1.0 tsp,13
Leavening agents; yeast; baker's; compressed,1.0 cake (0.6 oz),18
Lebanon bologna; beef,1.0 serving 2 slices,98
Leeks; (bulb and lower leaf-portion); cooked; boiled; drained; with salt,1.0 leek,38
Leeks; (bulb and lower leaf-portion); cooked; boiled; drained; without salt,1.0 leek,38
Leeks; (bulb and lower leaf-portion); raw,1.0 cup,54
Leeks; (bulb and lower-leaf portion); freeze-dried,1.0 tbsp,1
Lemon grass (citronella); raw,1.0 cup,66
Lemon juice; canned or bottled,1.0 cup,51
Lemon juice; frozen; unsweetened; single strength,1.0 cup,54
Lemon juice; raw,1.0 cup,54
Lemon peel; raw,1.0 tbsp,3
Lemonade-flavor drink; powder,1.0 serving,68
Lemonade-flavor drink; powder; prepared with water,1.0 fl oz,9
Lemonade; frozen concentrate; pink,1.0 fl oz,70
Lemonade; frozen concentrate; pink; prepared with water,1.0 fl oz,13
Lemonade; frozen concentrate; white,1.0 fl oz,72
Lemonade; frozen concentrate; white; prepared with water,1.0 fl oz,12
Lemonade; powder,1.0 serving,68
Lemonade; powder; prepared with water,1.0 fl oz,5
Lemons; raw; without peel,1.0 cup; sections,61
Lentils; mature seeds; cooked; boiled; with salt,1.0 cup,226
Lentils; mature seeds; cooked; boiled; without salt,1.0 cup,230
Lentils; pink or red; raw,1.0 cup,687
Lentils; raw,1.0 cup,676
Lentils; sprouted; raw,1.0 cup,82
Lettuce; butterhead (includes boston and bibb types); raw,1.0 cup; shredded or chopped,7
Lettuce; cos or romaine; raw,1.0 cup shredded,8
Lettuce; green leaf; raw,1.0 cup shredded,5
Lettuce; iceberg (includes crisphead types); raw,1.0 cup shredded,10
Lettuce; red leaf; raw,1.0 cup shredded,4
Light Ice Cream; soft serve; blended with cookie pieces,12.0 fl oz cup,570
Light Ice Cream; soft serve; blended with milk chocolate candies,12.0 fl oz cup,633
Lima beans; immature seeds; canned; no salt added; solids and liquids,1.0 cup,176
Lima beans; immature seeds; cooked; boiled; drained; with salt,1.0 cup,209
Lima beans; immature seeds; cooked; boiled; drained; without salt,1.0 cup,209
Lima beans; immature seeds; frozen; baby; cooked; boiled; drained; with salt,1.0 cup,189
Lima beans; immature seeds; frozen; baby; cooked; boiled; drained; without salt,1.0 cup,189
Lima beans; immature seeds; frozen; baby; unprepared,1.0 cup,216
Lima beans; immature seeds; frozen; fordhook; cooked; boiled; drained; with salt,1.0 cup,175
Lima beans; immature seeds; frozen; fordhook; cooked; boiled; drained; without salt,1.0 cup,175
Lima beans; immature seeds; frozen; fordhook; unprepared,1.0 cup,170
Lima beans; immature seeds; raw,1.0 cup,176
Lima beans; large; mature seeds; canned,1.0 cup,190
Lima beans; large; mature seeds; cooked; boiled; with salt,1.0 cup,216
Lima beans; large; mature seeds; cooked; boiled; without salt,1.0 cup,216
Lima beans; large; mature seeds; raw,1.0 cup,602
Lima beans; thin seeded (baby); mature seeds; cooked; boiled; with salt,1.0 cup,229
Lima beans; thin seeded (baby); mature seeds; cooked; boiled; without salt,1.0 cup,229
Lima beans; thin seeded (baby); mature seeds; raw,1.0 cup,677
Lime juice; canned or bottled; unsweetened,1.0 cup,52
Lime juice; raw,1.0 cup,60
Limeade; frozen concentrate; prepared with water,1.0 fl oz,16
Limes; raw,"1.0 fruit (2"" dia)",20
Litchis; dried,1.0 fruit,7
Litchis; raw,1.0 cup,125
"LITTLE CAESARS 14"" Cheese Pizza; Large Deep Dish Crust",1.0 slice,268
"LITTLE CAESARS 14"" Cheese Pizza; Thin Crust",1.0 slice,148
"LITTLE CAESARS 14"" Original Round Cheese Pizza; Regular Crust",1.0 slice,236
"LITTLE CAESARS 14"" Original Round Meat and Vegetable Pizza; Regular Crust",1.0 slice,279
"LITTLE CAESARS 14"" Original Round Pepperoni Pizza; Regular Crust",1.0 slice,246
"LITTLE CAESARS 14"" Pepperoni Pizza; Large Deep Dish Crust",1.0 slice,276
Liver cheese; pork,1.0 oz,86
Liver sausage; liverwurst; pork,"1.0 slice (2-1/2"" dia x 1/4"" thick)",59
Liverwurst spread,0.25 cup,168
Loganberries; frozen,1.0 cup; unthawed,81
LOMA LINDA Big Franks; canned; unprepared,1.0 link,111
LOMA LINDA Linketts; canned; unprepared,1.0 link,73
LOMA LINDA Little Links; canned; unprepared,2.0 links,102
LOMA LINDA Low Fat Big Franks; canned; unprepared,1.0 link,79
LOMA LINDA Redi-Burger; canned; unprepared,"1.0 slice ; 5/8""",124
LOMA LINDA Swiss Stake with Gravy; canned; unprepared,1.0 piece,127
LOMA LINDA Tender Bits; canned; unprepared,6.0 pieces,115
LOMA LINDA Tender Rounds with Gravy; canned; unprepared,6.0 pieces,116
LOMA LINDA Vege-Burger; canned; unprepared,0.25 cup,63
Longans; dried,1.0 fruit,5
Longans; raw,1.0 fruit without refuse,2
Loquats; raw,1.0 cup; cubed,70
Lotus root; cooked; boiled; drained; with salt,0.5 cup,40
Lotus root; cooked; boiled; drained; without salt,0.5 cup,40
Lotus root; raw,"10.0 slices (2-1/2"" dia)",60
LOUIS RICH; Chicken (white; oven roasted),1.0 serving,36
LOUIS RICH; Chicken Breast (oven roasted deluxe),1.0 serving,28
LOUIS RICH; Chicken Breast Classic Baked /Grill (carving board),1.0 serving,44
LOUIS RICH; Franks (turkey and chicken cheese),1.0 serving,90
LOUIS RICH; Franks (turkey and chicken),1.0 serving,85
LOUIS RICH; Turkey (honey roasted; fat free),1.0 serving,57
LOUIS RICH; Turkey Bologna,1.0 serving,52
LOUIS RICH; Turkey Breast (oven roasted; fat free),1.0 serving,24
LOUIS RICH; Turkey Breast (oven roasted; portion fat free),1.0 serving,50
LOUIS RICH; Turkey Breast (Smoked; Carving Board),1.0 serving,42
LOUIS RICH; Turkey Breast (smoked; portion fat free),1.0 serving,52
LOUIS RICH; Turkey Breast and White Turkey (oven roasted),1.0 serving,28
LOUIS RICH; Turkey Breast and White Turkey (smoked sliced),1.0 serving,28
LOUIS RICH; Turkey Ham (10% water added),1.0 serving,32
LOUIS RICH; Turkey Nuggets/Sticks (breaded),1.0 piece,77
LOUIS RICH; Turkey Salami,1.0 serving,41
LOUIS RICH; Turkey Salami Cotto,1.0 serving,42
LOUIS RICH; Turkey Smoked Sausage,1.0 serving,90
Luncheon meat; beef; loaved,"1.0 slice (1 oz) (4"" x 4"" x 3/32"" thick)",86
Luncheon meat; pork and chicken; minced; canned; includes SPAM Lite,2.0 oz (1 serving),110
Luncheon meat; pork with ham; minced; canned; includes SPAM (Hormel),2.0 oz 1 NLEA serving,176
Luncheon meat; pork; canned,1.0 oz,95
Luncheon meat; pork; ham; and chicken; minced; canned; reduced sodium; added ascorbic acid; includes SPAM; 25% less sodium,2.0 oz 1 NLEA serving,164
Luncheon sausage; pork and beef,"1.0 slice (4"" dia x 1/8"" thick)",60
Luncheon slices; meatless,1.0 slice; thin,26
Lupins; mature seeds; cooked; boiled; with salt,1.0 cup,193
Lupins; mature seeds; cooked; boiled; without salt,1.0 cup,198
Lupins; mature seeds; raw,1.0 cup,668
Luxury loaf; pork,"1.0 slice (1 oz) (4"" x 4"" x 3/32"" thick)",39
Macaroni and cheese dinner with dry sauce mix; boxed; uncooked,1.0 serving (makes about 1 cup prepared),265
Macaroni and cheese loaf; chicken; pork and beef,1.0 slice,87
Macaroni and cheese; box mix with cheese sauce; prepared,1.0 cup prepared,310
Macaroni and cheese; box mix with cheese sauce; unprepared,3.5 oz 1 serving,84
Macaroni and Cheese; canned entree,1.0 serving,200
Macaroni and Cheese; canned; microwavable,7.5 oz 1 serving,285
Macaroni and cheese; dry mix; prepared with 2% milk and 80% stick margarine from dry mix,1.0 cup,376
Macaroni and cheese; frozen entree,1.0 cup,204
Macaroni or noodles with cheese; made from reduced fat packaged mix; unprepared,3.5 oz 1 serving,294
Macaroni or noodles with cheese; microwaveable; unprepared,1.0 serving 1 pouch,237
Macaroni; cooked; enriched,1.0 cup elbow shaped,221
Macaroni; cooked; unenriched,1.0 cup elbow shaped,221
Macaroni; dry; enriched,1.0 cup elbow shaped,390
Macaroni; dry; unenriched,1.0 cup elbow shaped,390
Macaroni; protein-fortified; cooked; enriched; (n x 5.70),1.0 cup small shells,189
Macaroni; protein-fortified; cooked; enriched; (n x 6.25),1.0 cup small shells,189
